PERIODO;ETAPA;CURSO;TURNO;Nº EXP;NOTA1;NOTA2;NOTA3;NOTA4;NOTA5;NOTA6;MEDIA;APROBADO;FALTAS ACUMULADAS;SEXO;EDAD;LOCALIDAD;Nacionalidad
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-06-ASI-2012;6,0;6,0;10,0;8,0;9,0;10,0;8,2;SI;18;H;19;GETAFE;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-07-ASI-2012;6,0;7,0;9,0;8,0;7,0;9,0;7,7;SI;17;H;18;MADRID;BULGARA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-08-ASI-2012;6,0;8,0;5,0;8,0;7,0;10,0;7,3;SI;0;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-09-ASI-2012;5,0;5,0;5,0;5,0;5,0;7,0;5,3;SI;10;H;18;VELILLA DE SAN ANTONIO;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-10-ASI-2012;7,0;9,0;10,0;8,0;9,0;10,0;8,8;SI;2;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-11-ASI-2012;6,0;8,0;8,0;8,0;8,0;9,0;7,8;SI;1;H;20;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-12-ASI-2012;5,0;5,0;8,0;5,0;8,0;10,0;6,8;SI;1;H;20;ALCALÁ DE HENARES;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-13-ASI-2012;6,0;6,0;9,0;8,0;9,0;10,0;8,0;SI;6;H;20;SAN SEBASTIAN DE LOS REYES;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-14-ASI-2012;6,0;7,0;8,0;8,0;8,0;9,0;7,7;SI;10;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-15-ASI-2012;7,0;8,0;9,0;9,0;8,0;9,0;8,3;SI;14;H;21;MADRID;COLOMBIANA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-16-ASI-2012;5,0;5,0;5,0;5,0;8,0;10,0;6,3;SI;0;H;28;LOECHES;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-17-ASI-2012;5,0;5,0;5,0;5,0;6,0;6,0;5,3;SI;15;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-18-ASI-2012;6,0;7,0;5,0;7,0;6,0;9,0;6,7;SI;3;H;19;SAN AGUSTIN DE GUADALIX;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-19-ASI-2012;5,0;7,0;5,0;7,0;7,0;10,0;6,8;SI;3;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-20-ASI-2012;5,0;5,0;5,0;5,0;8,0;8,0;6,0;SI;16;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-21-ASI-2012;6,0;5,0;8,0;7,0;9,0;9,0;7,3;SI;12;H;18;EL MOLAR;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-22-ASI-2012;6,0;5,0;9,0;8,0;7,0;10,0;7,5;SI;23;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-23-ASI-2012;6,0;9,0;5,0;8,0;9,0;10,0;7,8;SI;3;H;21;ARROYOMOLINOS;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-24-ASI-2012;9,0;9,0;10,0;9,0;9,0;10,0;9,3;SI;2;H;32;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-25-ASI-2012;5,0;5,0;9,0;5,0;8,0;8,0;6,7;SI;28;H;30;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-26-ASI-2012;6,0;8,0;5,0;7,0;7,0;10,0;7,2;SI;8;H;21;FUENLABRADA;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-27-ASI-2012;6,0;7,0;8,0;8,0;9,0;10,0;8,0;SI;14;H;21;MOSTOLES;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-28-ASI-2012;5,0;5,0;5,0;7,0;6,0;9,0;6,2;SI;2;H;24;NAVALCARNERO;ESPAÑOLA
2013-2014;INFORMATICA;ASIR2;DIURNO;A1-29-ASI-2012;6,0;6,0;5,0;8,0;6,0;10,0;6,8;SI;5;H;20;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-08-ASI-2013;5,0;7,0;5,0;7,0;7,0;6,0;6,2;SI;41;H;20;ALCALÁ DE HENARES;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-09-ASI-2013;5,0;8,0;5,0;7,0;9,0;6,0;6,7;SI;70;H;18;TORRELODONES;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-10-ASI-2013;5,0;6,0;5,0;5,0;9,0;4,0;5,7;SI;8;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-11-ASI-2013;7,0;6,0;7,0;7,0;9,0;7,0;7,2;SI;16;H;19;VILLACONEJOS;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-12-ASI-2013;7,0;6,0;6,0;8,0;9,0;7,0;7,2;SI;28;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-13-ASI-2013;5,0;4,0;3,0;7,0;8,0;3,0;5,0;SI;89;H;22;TRES CANTOS;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-14-ASI-2013;5,0;9,0;8,0;9,0;10,0;10,0;8,5;SI;0;H;28;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-15-ASI-2013;5,0;6,0;5,0;3,0;6,0;2,0;4,5;NO;56;H;18;RIVAS-VACIAMADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-16-ASI-2013;6,0;4,0;5,0;6,0;8,0;6,0;5,8;SI;59;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-17-ASI-2013;6,0;5,0;3,0;5,0;6,0;3,0;4,7;NO;46;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-18-ASI-2013;5,0;7,0;6,0;8,0;6,0;4,0;6,0;SI;31;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-19-ASI-2013;8,0;7,0;5,0;8,0;10,0;8,0;7,7;SI;0;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-20-ASI-2013;6,0;6,0;5,0;6,0;7,0;4,0;5,7;SI;32;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-21-ASI-2013;9,3;9,9;7,2;9,1;6,7;6,3;8,1;SI;0;H;24;GETAFE;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-01-ASI-2013;8,9;9,5;6,4;9,1;6,7;9,3;8,3;SI;23;H;18;VILLAR DEL OLMO;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-02-ASI-2013;8,8;9,2;6,4;9,5;7,2;9,0;8,3;SI;0;H;18;PARLA;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-03-ASI-2013;9,3;9,9;7,2;9,6;7,3;10,0;8,9;SI;0;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-04-ASI-2013;9,3;9,8;7,1;9,8;7,4;9,6;8,9;SI;13;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-05-ASI-2013;8,6;9,4;7,0;8,9;8,3;9,2;8,6;SI;0;H;22;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-06-ASI-2013;8,3;8,5;5,0;8,5;6,3;8,5;7,5;SI;24;H;28;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;ASIR1;DIURNO;A1-07-ASI-2013;8,8;9,6;5,9;9,2;6,0;9,4;8,1;SI;7;H;18;ALCOBENDAS;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-01-AYF-2013;9,1;8,5;8,2;9,2;9,0;9,5;8,9;SI;144;H;23;ALCALÁ DE HENARES;VIETNAMITA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-02-AYF-2013;8,7;7,8;9,0;8,7;8,3;7,3;8,3;SI;73;M;22;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-03-AYF-2013;9,3;8,2;7,3;9,5;8,7;8,8;8,6;SI;26;M;26;PARLA;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-04-AYF-2013;8,3;8,2;9,0;5,0;8,7;8,0;7,9;SI;7;M;21;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-05-AYF-2013;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;240;M;21;ALCOBENDAS;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-06-AYF-2013;8,3;8,2;9,0;5,0;8,7;8,0;7,9;SI;7;M;32;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-07-AYF-2013;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;240;M;30;LEGANES;SIRIA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-08-AYF-2013;8,3;8,2;9,0;5,0;8,7;8,0;7,9;SI;93;M;21;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-09-AYF-2013;8,3;8,2;9,0;5,0;8,7;8,0;7,9;SI;52;M;21;FUENLABRADA;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-10-AYF-2013;8,3;8,2;9,0;5,0;8,7;8,0;7,9;SI;52;M;24;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-11-AYF-2013;8,8;7,2;9,3;9,2;9,0;8,0;8,6;SI;5;M;20;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-12-AYF-2013;7,7;8,0;6,0;8,0;7,2;8,0;7,5;SI;52;M;20;LEGANES;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-13-AYF-2013;8,8;7,2;9,3;9,2;9,0;8,0;8,6;SI;5;M;18;GALAPAGAR;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-14-AYF-2013;8,8;7,2;9,3;9,2;9,0;8,0;8,6;SI;57;M;19;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-15-AYF-2013;7,7;8,0;6,0;8,0;7,2;8,0;7,5;SI;5;M;19;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-16-AYF-2013;8,8;7,2;9,3;9,2;9,0;8,0;8,6;SI;5;M;18;COSLADA;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-17-AYF-2013;9,2;8,3;9,0;9,7;8,8;8,3;8,9;SI;93;M;18;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-18-AYF-2013;9,3;8,2;7,3;9,5;8,7;8,8;8,6;SI;26;M;18;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN;AYF1;VESPERTINO;A1-19-AYF-2013;8,3;8,2;9,0;5,0;8,7;8,0;7,9;SI;7;M;19;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-20-AYF-2013;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;240;M;20;MADRID;ECUATOGUINEANA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-21-AYF-2013;9,2;8,3;9,0;9,7;8,8;8,3;8,9;SI;5;M;20;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-22-AYF-2013;9,3;8,2;7,3;9,5;8,7;8,8;8,6;SI;6;M;20;COSLADA;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-23-AYF-2013;8,3;8,2;9,0;5,0;8,7;8,0;7,9;SI;5;M;18;MADRID;ARGELINA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-24-AYF-2013;7,7;8,0;6,0;8,0;7,2;8,0;7,5;SI;57;M;21;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-25-AYF-2013;7,7;8,0;6,0;8,0;7,2;8,0;7,5;SI;22;M;28;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-26-AYF-2013;7,7;8,0;6,0;8,0;7,2;8,0;7,5;SI;5;M;18;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-27-AYF-2013;8,8;7,2;9,3;9,2;9,0;8,0;8,6;SI;52;M;19;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-28-AYF-2013;7,7;8,0;6,0;8,0;7,2;8,0;7,5;SI;5;M;18;VALDEMORILLO;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-29-AYF-2013;7,7;8,0;6,0;8,0;7,2;8,0;7,5;SI;52;M;18;MADRID;ESPAÑOLA
2013-2014;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-30-AYF-2013;9,2;8,3;9,0;9,7;8,8;8,3;8,9;SI;93;M;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-02-DAM-2013;8,9;7,2;8,6;8,8;6,3;8,2;8,0;SI;42;H;21;POZUELO DE ALARCON;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-03-DAM-2013;9,1;8,1;5,0;9,2;6,8;7,8;7,7;SI;24;H;21;RIVAS-VACIAMADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-05-DAM-2013;8,1;6,8;7,6;8,4;5,0;6,5;7,1;SI;57;H;32;MADRID;RUMANA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-07-DAM-2014;6,8;5,0;7,6;8,4;7,2;5,0;6,7;SI;149;H;30;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-06-DAM-2013;8,9;8,0;7,8;8,8;7,9;7,1;8,1;SI;3;H;21;PINTO;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-07-DAM-2013;6,9;6,5;7,7;7,9;5,0;5,8;6,6;SI;38;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-08-DAM-2013;9,1;7,3;8,3;9,2;8,3;7,5;8,3;SI;20;H;24;NAVALCARNERO;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-09-DAM-2013;8,5;8,9;5,0;9,0;6,4;7,3;7,5;SI;12;H;20;ARAVACA;RUMANA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-10-DAM-2013;8,5;8,9;7,4;8,5;7,0;8,2;8,1;SI;37;H;20;VALDEMORO;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-11-DAM-2013;9,5;8,9;8,7;9,7;6,6;8,1;8,6;SI;16;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-12-DAM-2013;10,0;8,7;9,2;10,0;8,7;9,3;9,3;SI;11;M;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-01-DAM-2013;6,9;6,5;5,0;7,9;5,0;5,8;6,2;SI;20;H;19;LEGANES;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-04-DAM-2013;9,1;7,3;8,3;9,2;8,3;7,5;8,3;SI;12;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-14-DAM-2013;8,5;8,9;9,0;9,0;6,4;7,3;8,2;SI;37;H;22;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-15-DAM-2013;8,5;8,9;7,4;8,5;7,0;8,2;8,1;SI;16;H;28;FUENLABRADA;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-16-DAM-2013;6,9;6,5;7,7;7,9;5,0;5,8;6,6;SI;11;H;18;GETAFE;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-17-DAM-2013;9,1;7,3;5,0;9,2;8,3;7,5;7,7;SI;11;H;18;GRIÑON;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-18-DAM-2013;6,9;6,5;7,7;7,9;5,0;5,8;6,6;SI;38;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-19-DAM-2013;9,1;7,3;8,3;9,2;8,3;7,5;8,3;SI;20;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-20-DAM-2013;8,5;8,9;9,0;9,0;6,4;7,3;8,2;SI;12;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-21-DAM-2013;8,5;8,9;7,4;8,5;7,0;8,2;8,1;SI;37;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-22-DAM-2013;9,5;8,9;5,0;9,7;6,6;8,1;8,0;SI;16;H;24;MADRID;CHILENA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-23-DAM-2013;10,0;8,7;9,2;10,0;8,7;9,3;9,3;SI;37;M;18;MADRID;CHILENA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-24-DAM-2013;6,9;6,5;7,7;7,9;5,0;5,8;6,6;SI;16;H;18;CIEMPOZUELOS;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-25-DAM-2013;9,1;7,3;8,3;9,2;8,3;7,5;8,3;SI;16;H;18;VALDEMORO;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-26-DAM-2013;8,5;8,9;5,0;9,0;6,4;7,3;7,5;SI;16;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-27-DAM-2013;8,5;8,9;7,4;8,5;7,0;8,2;8,1;SI;37;H;22;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-28-DAM-2013;8,5;8,9;9,0;9,0;6,4;7,3;8,2;SI;16;H;28;ALCALÁ DE HENARES;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-29-DAM-2013;8,5;8,9;9,0;9,0;6,4;7,3;8,2;SI;16;H;18;VALDEMORO;ESPAÑOLA
2013-2014;INFORMATICA;DAM1;VESPERTINO;A1-13-DAM-2013;5,3;5,7;8,6;6,0;2,6;6,0;5,7;SI;57;H;23;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-02-SMR-2013;6,3;5,9;6,2;6,4;5,7;6,0;6,1;SI;99;H;22;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-03-SMR-2013;7,4;6,4;5,8;6,3;7,1;7,0;6,7;SI;3;H;26;TRES CANTOS;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-04-SMR-2013;6,8;6,7;6,4;6,3;5,2;5,7;6,2;SI;18;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-05-SMR-2013;6,4;5,6;6,1;5,5;5,0;6,2;5,8;SI;19;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-06-SMR-2013;6,1;6,2;7,0;6,1;5,2;6,0;6,1;SI;30;H;32;GETAFE;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-08-SMR-2013;0,0;0,0;5,0;5,0;5,0;8,7;4,0;NO;92;H;30;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-09-SMR-2013;7,7;6,1;6,5;6,4;6,7;7,1;6,8;SI;6;H;21;ARROYOMOLINOS;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-08-SMR-2012;8,4;7,9;8,0;7,8;8,3;6,1;7,7;SI;0;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-11-SMR-2013;5,0;5,8;5,3;5,5;5,0;6,2;5,5;SI;105;H;24;MADRID;RUMANA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-12-SMR-2013;8,7;7,4;9,0;9,0;9,0;7,2;8,4;SI;12;H;20;TORREJON DE ARDOZ;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-13-SMR-2013;7,5;6,1;6,0;5,8;6,2;4,2;6,0;SI;4;H;20;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-14-SMR-2013;7,3;6,4;6,4;6,2;6,3;5,5;6,3;SI;6;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-15-SMR-2013;6,9;6,1;5,8;5,6;5,6;5,5;5,9;SI;6;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-16-SMR-2013;5,5;5,2;5,3;4,9;5,0;6,8;5,4;SI;42;H;19;POZUELO DE ALARCON;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-17-SMR-2013;6,3;6,8;6,3;6,0;5,1;6,6;6,2;SI;18;H;18;ALCALÁ DE HENARES;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-18-SMR-2013;7,0;6,6;6,9;7,0;8,0;6,1;6,9;SI;0;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-19-SMR-2013;7,0;6,1;5,6;5,7;5,1;6,9;6,1;SI;18;H;18;ARROYOMOLINOS;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-20-SMR-2013;7,2;6,9;6,6;6,2;6,2;6,5;6,6;SI;6;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-21-SMR-2013;6,3;6,5;5,8;6,0;5,0;7,5;6,2;SI;123;H;20;SAN SEBASTIAN DE LOS REYES;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-22-SMR-2013;8,9;7,5;8,3;8,7;9,0;7,0;8,3;SI;38;H;20;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-23-SMR-2013;6,9;7,0;7,3;7,1;6,3;0,0;5,8;SI;5;H;20;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-24-SMR-2013;0,0;0,0;6,0;6,1;5,3;6,4;4,0;NO;163;H;18;SAN AGUSTIN DE GUADALIX;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-25-SMR-2013;7,5;6,4;6,7;6,2;5,3;6,6;6,4;SI;24;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR1;DIURNO;A1-26-SMR-2013;6,8;6,6;7,7;7,2;6,5;5,0;6,6;SI;23;M;28;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-01-SMR-2012;6,0;5,7;7,0;5,8;7,0;5,0;6,1;SI;3;H;18;EL MOLAR;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-02-SMR-2012;6,0;5,7;9,0;5,9;6,0;6,0;6,4;SI;29;H;19;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-03-SMR-2012;5,0;5,4;6,0;5,7;6,0;5,0;5,5;SI;22;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-04-SMR-2012;9,0;7,1;9,0;6,8;6,0;7,0;7,5;SI;15;H;18;GUADALAJARA;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-05-SMR-2012;3,0;5,0;6,0;5,0;4,0;2,0;4,2;NO;115;H;18;ARROYOMOLINOS;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-06-SMR-2012;5,0;5,2;9,0;6,5;6,0;5,0;6,1;SI;54;H;16;MADRID;COLOMBIANA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-07-SMR-2012;10,0;8,6;9,0;8,9;9,0;9,0;9,1;SI;46;H;18;GUADALAJARA;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-08-SMR-2012;5,0;5,0;5,0;4,2;5,0;6,0;5,0;SI;8;H;18;LEGANES;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-09-SMR-2012;9,0;8,5;9,0;7,9;8,0;8,0;8,4;SI;15;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-10-SMR-2012;4,0;6,3;8,0;6,5;6,0;4,0;5,8;SI;124;H;25;ALCALÁ DE HENARES;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-11-SMR-2012;7,0;6,1;7,0;6,0;5,0;4,0;5,9;SI;21;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-12-SMR-2012;8,0;7,3;7,0;7,0;7,0;7,0;7,2;SI;93;H;16;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-13-SMR-2012;7,0;7,1;9,0;7,3;7,0;7,0;7,4;SI;65;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-14-SMR-2012;7,0;7,7;8,0;7,4;7,0;6,0;7,2;SI;18;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-18-SMR-2012;6,0;6,0;7,0;7,0;6,0;7,0;6,5;SI;1;H;18;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-19-SMR-2012;7,0;6,0;6,0;6,0;7,0;6,0;6,3;SI;2;H;21;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-20-SMR-2012;8,0;7,0;6,0;6,0;7,0;6,0;6,7;SI;9;H;18;MADRID;DOMINICANA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-21-SMR-2012;6,0;6,0;6,0;6,0;6,0;6,0;6,0;SI;73;H;16;MADRID;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-22-SMR-2012;8,0;9,0;6,0;6,0;7,0;6,0;7,0;SI;17;H;16;ALCOBENDAS;ESPAÑOLA
2013-2014;INFORMATICA;SMR2;DIURNO;A1-23-SMR-2012;6,0;6,0;7,0;7,0;6,0;7,0;6,5;SI;33;H;16;MADRID;ESPAÑOLA
